id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,Clase de edad,Perfil
6091,36.0,management,married,secondary,no,1989,no,no,unknown,17,jun,344,2,-1,0,unknown,no,35-44,Adultxs
6092,34.0,admin.,single,secondary,no,598,yes,no,cellular,17,apr,365,1,324,1,failure,no,25-34,Millenials
6093,39.0,housemaid,married,tertiary,no,94,no,no,cellular,6,aug,181,2,-1,0,unknown,no,35-44,Adultxs
6094,66.0,retired,married,secondary,no,3473,no,no,cellular,14,apr,441,2,-1,0,unknown,no,65+,Gen Z & Boomers
6095,42.0,blue-collar,married,secondary,no,349,yes,no,cellular,7,apr,226,2,-1,0,unknown,no,35-44,Adultxs
6096,55.0,retired,married,primary,no,3876,no,no,cellular,21,nov,54,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6097,85.0,retired,married,unknown,no,1934,no,no,telephone,12,jan,140,1,-1,0,unknown,no,65+,Gen Z & Boomers
6098,63.0,housemaid,married,secondary,no,2,no,no,cellular,4,feb,45,2,93,1,success,no,55-64,Gen Z & Boomers
6099,37.0,admin.,single,secondary,no,9,yes,no,cellular,14,may,165,1,-1,0,unknown,no,35-44,Adultxs
6100,24.0,services,single,secondary,no,11,yes,no,unknown,27,jun,114,4,-1,0,unknown,no,18-24,Gen Z & Boomers
6101,34.0,technician,single,secondary,no,60,no,no,cellular,7,aug,274,2,-1,0,unknown,no,25-34,Millenials
6102,28.0,management,single,tertiary,no,882,no,yes,cellular,8,jul,107,2,-1,0,unknown,no,25-34,Millenials
6103,58.0,retired,divorced,tertiary,no,499,yes,yes,cellular,29,jan,181,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6104,49.0,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205,3,-1,0,unknown,no,45-54,Divorciadxs
6105,31.0,blue-collar,single,secondary,no,2093,no,no,cellular,7,jul,103,1,-1,0,unknown,no,25-34,Millenials
6106,56.0,retired,married,secondary,no,74,yes,no,unknown,26,may,152,2,-1,0,unknown,no,55-64,Gen Z & Boomers
6107,43.0,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,no,35-44,Adultxs
6108,32.0,blue-collar,single,secondary,no,1342,yes,no,unknown,23,may,109,2,-1,0,unknown,no,25-34,Millenials
6109,55.0,blue-collar,married,unknown,no,6134,no,no,cellular,6,aug,127,2,-1,0,unknown,no,55-64,Gen Z & Boomers
6110,55.0,housemaid,married,primary,no,3680,no,no,unknown,16,jun,131,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6111,31.0,blue-collar,married,primary,no,605,yes,no,unknown,15,may,334,10,-1,0,unknown,no,25-34,Millenials
6112,49.0,management,married,secondary,no,104,yes,no,unknown,8,may,285,1,-1,0,unknown,no,45-54,Divorciadxs
6113,41.0,admin.,married,secondary,no,683,no,yes,cellular,20,nov,77,1,-1,0,unknown,no,35-44,Adultxs
6114,56.0,retired,divorced,primary,no,48,yes,no,cellular,14,may,132,2,-1,0,unknown,no,55-64,Gen Z & Boomers
6115,50.0,blue-collar,divorced,primary,no,15,yes,no,cellular,12,may,173,2,350,7,failure,no,45-54,Divorciadxs
6116,37.0,technician,single,secondary,no,6714,yes,no,unknown,23,may,90,1,-1,0,unknown,no,35-44,Adultxs
6117,35.0,blue-collar,married,primary,no,623,yes,no,cellular,6,may,97,2,-1,0,unknown,no,35-44,Adultxs
6118,52.0,housemaid,married,secondary,no,234,no,no,cellular,20,nov,208,1,-1,0,unknown,no,45-54,Divorciadxs
6119,33.0,technician,married,tertiary,no,599,yes,no,cellular,29,aug,461,2,-1,0,unknown,no,25-34,Millenials
6120,42.0,management,married,tertiary,no,9916,yes,no,cellular,21,nov,306,1,-1,0,unknown,no,35-44,Adultxs
6121,33.0,admin.,single,secondary,no,3160,no,no,unknown,18,jun,719,13,-1,0,unknown,no,25-34,Millenials
6122,35.0,admin.,single,secondary,no,0,yes,no,cellular,8,may,376,3,-1,0,unknown,no,35-44,Adultxs
6123,28.0,student,single,tertiary,no,2306,no,no,cellular,29,oct,140,2,-1,0,unknown,no,25-34,Millenials
6124,41.0,admin.,divorced,secondary,no,2550,yes,no,cellular,15,may,894,2,347,2,failure,no,35-44,Adultxs
6125,44.0,blue-collar,married,secondary,no,701,no,yes,unknown,3,jul,269,2,-1,0,unknown,no,35-44,Adultxs
6126,26.0,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no,25-34,Millenials
6127,40.0,management,single,tertiary,no,402,yes,no,unknown,30,may,243,3,-1,0,unknown,no,35-44,Adultxs
6128,37.0,management,married,tertiary,no,6014,yes,no,cellular,15,jul,163,6,-1,0,unknown,no,35-44,Adultxs
6129,33.0,blue-collar,married,secondary,no,-81,yes,no,cellular,29,jan,339,2,-1,0,unknown,no,25-34,Millenials
6130,36.0,admin.,married,secondary,no,898,no,no,cellular,15,jul,118,5,-1,0,unknown,no,35-44,Adultxs
6131,28.0,unemployed,married,secondary,no,863,yes,yes,unknown,27,may,355,1,-1,0,unknown,no,25-34,Millenials
6132,37.0,self-employed,single,primary,no,235,yes,no,cellular,17,apr,191,4,323,9,failure,no,35-44,Adultxs
6133,32.0,technician,single,secondary,no,12,no,no,cellular,7,aug,173,2,-1,0,unknown,no,25-34,Millenials
6134,49.0,blue-collar,married,secondary,no,298,yes,no,cellular,30,apr,264,2,86,3,failure,no,45-54,Divorciadxs
6135,36.0,blue-collar,married,secondary,no,3463,yes,no,telephone,21,nov,29,4,-1,0,unknown,no,35-44,Adultxs
6136,39.0,housemaid,married,primary,no,13338,no,no,cellular,11,aug,103,4,-1,0,unknown,no,35-44,Adultxs
6137,34.0,blue-collar,married,unknown,no,391,yes,yes,unknown,23,may,34,2,-1,0,unknown,no,25-34,Millenials
6138,32.0,technician,single,tertiary,no,569,no,yes,cellular,29,jan,348,1,-1,0,unknown,no,25-34,Millenials
6139,26.0,services,married,secondary,no,54,yes,no,unknown,13,may,116,1,-1,0,unknown,no,25-34,Millenials
6140,46.0,admin.,divorced,secondary,no,875,yes,yes,cellular,11,may,269,3,353,2,failure,no,45-54,Divorciadxs
6141,78.0,retired,divorced,secondary,no,631,no,no,telephone,11,aug,95,1,-1,0,unknown,no,65+,Gen Z & Boomers
6142,47.0,admin.,married,secondary,no,3434,yes,yes,telephone,9,jul,337,1,-1,0,unknown,no,45-54,Divorciadxs
6143,80.0,retired,married,secondary,no,1610,no,no,cellular,12,aug,71,1,-1,0,unknown,no,65+,Gen Z & Boomers
6144,25.0,student,single,tertiary,no,505,yes,no,cellular,6,may,37,1,-1,0,unknown,no,25-34,Millenials
6145,50.0,management,married,tertiary,no,11528,yes,no,unknown,30,may,57,1,-1,0,unknown,no,45-54,Divorciadxs
6146,36.0,management,divorced,tertiary,no,102,yes,no,cellular,14,apr,114,1,-1,0,unknown,no,35-44,Adultxs
6147,42.0,unemployed,married,primary,yes,-581,yes,no,cellular,13,may,224,1,370,2,failure,no,35-44,Adultxs
6148,54.0,management,married,tertiary,no,0,yes,no,cellular,24,jul,140,2,-1,0,unknown,no,45-54,Divorciadxs
6149,43.0,retired,married,primary,no,7298,no,no,unknown,11,jun,36,2,-1,0,unknown,no,35-44,Adultxs
6150,29.0,blue-collar,married,secondary,no,0,no,no,cellular,10,jul,45,1,-1,0,unknown,no,25-34,Millenials
6151,36.0,management,married,tertiary,no,909,yes,yes,cellular,25,jul,250,3,-1,0,unknown,no,35-44,Adultxs
6152,59.0,blue-collar,married,unknown,no,337,no,no,unknown,18,jun,100,4,-1,0,unknown,no,55-64,Gen Z & Boomers
6153,47.0,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,no,45-54,Divorciadxs
6154,36.0,technician,single,secondary,no,301,yes,yes,cellular,29,jul,367,1,-1,0,unknown,no,35-44,Adultxs
6155,56.0,technician,married,secondary,no,147,no,no,cellular,12,apr,203,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6156,55.0,retired,divorced,secondary,no,282,yes,no,unknown,5,jun,99,2,-1,0,unknown,no,55-64,Gen Z & Boomers
6157,38.0,technician,divorced,secondary,no,1294,yes,no,unknown,29,may,565,1,-1,0,unknown,no,35-44,Adultxs
6158,39.0,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,275,2,307,1,other,no,35-44,Adultxs
6159,35.0,management,single,tertiary,no,995,no,no,cellular,5,feb,39,1,-1,0,unknown,no,35-44,Adultxs
6160,54.0,blue-collar,married,primary,no,532,no,no,telephone,31,jul,73,2,-1,0,unknown,no,45-54,Divorciadxs
6161,32.0,services,single,tertiary,no,785,no,no,cellular,3,jun,273,1,-1,0,unknown,no,25-34,Millenials
6162,30.0,technician,divorced,secondary,no,3028,yes,no,cellular,28,aug,65,5,-1,0,unknown,no,25-34,Millenials
6163,51.0,blue-collar,married,secondary,no,1022,yes,no,cellular,8,may,311,3,-1,0,unknown,no,45-54,Divorciadxs
6164,39.0,management,married,primary,no,0,no,no,unknown,11,jun,308,7,-1,0,unknown,no,35-44,Adultxs
6165,46.0,technician,married,secondary,no,792,no,no,unknown,5,jun,170,2,-1,0,unknown,no,45-54,Divorciadxs
6166,33.0,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,no,25-34,Millenials
6167,34.0,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no,25-34,Millenials
6168,33.0,management,married,tertiary,no,2071,no,no,cellular,8,aug,106,2,-1,0,unknown,no,25-34,Millenials
6169,55.0,blue-collar,single,primary,no,1187,yes,no,unknown,2,jun,193,2,-1,0,unknown,no,55-64,Gen Z & Boomers
6170,49.0,services,married,secondary,no,280,yes,no,telephone,14,jul,162,3,-1,0,unknown,no,45-54,Divorciadxs
6171,37.0,unemployed,married,tertiary,no,1236,no,no,cellular,29,jul,300,2,-1,0,unknown,no,35-44,Adultxs
6172,29.0,technician,single,tertiary,no,910,yes,no,cellular,11,may,278,1,-1,0,unknown,no,25-34,Millenials
6173,28.0,management,single,secondary,no,-994,yes,yes,cellular,18,jul,174,2,-1,0,unknown,no,25-34,Millenials
6174,21.0,unemployed,single,secondary,no,1333,no,no,cellular,2,feb,120,1,-1,0,unknown,no,18-24,Gen Z & Boomers
6175,44.0,services,married,secondary,no,850,no,yes,cellular,16,jul,220,5,-1,0,unknown,no,35-44,Adultxs
6176,30.0,management,single,tertiary,no,3773,yes,no,unknown,27,may,99,1,-1,0,unknown,no,25-34,Millenials
6177,46.0,management,married,tertiary,no,460,no,no,cellular,28,jan,56,1,-1,0,unknown,no,45-54,Divorciadxs
6178,33.0,entrepreneur,married,secondary,no,3140,yes,yes,cellular,21,nov,7,5,-1,0,unknown,no,25-34,Millenials
6179,40.0,blue-collar,married,secondary,no,1028,yes,yes,cellular,17,apr,319,1,-1,0,unknown,no,35-44,Adultxs
6180,42.0,management,single,tertiary,no,4264,yes,no,unknown,28,may,882,1,-1,0,unknown,no,35-44,Adultxs
6181,44.0,management,divorced,tertiary,no,3932,yes,no,unknown,8,may,40,2,-1,0,unknown,no,35-44,Adultxs
6182,32.0,admin.,married,secondary,no,-1,no,no,cellular,8,jul,228,2,-1,0,unknown,no,25-34,Millenials
6183,34.0,blue-collar,married,secondary,no,1682,yes,yes,cellular,28,jul,123,3,-1,0,unknown,no,25-34,Millenials
6184,55.0,entrepreneur,married,secondary,no,814,no,yes,cellular,28,jul,69,12,-1,0,unknown,no,55-64,Gen Z & Boomers
6185,35.0,services,married,secondary,no,819,yes,no,telephone,14,jul,102,14,-1,0,unknown,no,35-44,Adultxs
6186,47.0,admin.,married,secondary,no,1265,no,no,cellular,7,aug,137,2,-1,0,unknown,no,45-54,Divorciadxs
6187,29.0,admin.,single,tertiary,no,514,no,no,cellular,2,feb,270,1,-1,0,unknown,no,25-34,Millenials
6188,47.0,services,married,secondary,no,1764,no,yes,cellular,26,aug,119,6,-1,0,unknown,no,45-54,Divorciadxs
6189,39.0,blue-collar,married,primary,no,275,yes,no,unknown,16,jun,189,2,-1,0,unknown,no,35-44,Adultxs
6190,40.0,blue-collar,married,primary,no,592,yes,no,cellular,18,may,80,3,350,2,failure,no,35-44,Adultxs
6191,42.0,admin.,single,secondary,no,1143,yes,yes,telephone,17,nov,106,1,-1,0,unknown,no,35-44,Adultxs
6192,31.0,management,married,tertiary,no,546,no,no,cellular,7,aug,147,2,-1,0,unknown,no,25-34,Millenials
6193,31.0,management,married,tertiary,no,1164,yes,yes,cellular,18,jul,238,3,-1,0,unknown,no,25-34,Millenials
6194,82.0,housemaid,divorced,primary,no,1381,no,no,cellular,28,jan,86,3,93,1,failure,no,65+,Gen Z & Boomers
6195,44.0,management,divorced,tertiary,no,0,no,no,unknown,6,jun,373,1,-1,0,unknown,no,35-44,Adultxs
6196,32.0,services,single,secondary,no,659,yes,no,cellular,20,apr,12,6,-1,0,unknown,no,25-34,Millenials
6197,40.0,technician,married,secondary,no,192,yes,yes,cellular,15,may,16,8,351,5,failure,no,35-44,Adultxs
6198,26.0,admin.,single,secondary,no,-12,yes,no,unknown,4,jun,98,1,-1,0,unknown,no,25-34,Millenials
6199,30.0,admin.,single,secondary,no,186,yes,no,cellular,13,may,390,1,-1,0,unknown,no,25-34,Millenials
6200,45.0,blue-collar,married,secondary,no,2246,yes,yes,cellular,21,nov,197,2,99,2,other,no,45-54,Divorciadxs
6201,32.0,management,single,tertiary,no,124,no,no,cellular,4,feb,87,2,-1,0,unknown,no,25-34,Millenials
6202,56.0,admin.,married,secondary,no,2087,yes,no,unknown,12,may,146,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6203,58.0,blue-collar,married,secondary,no,1298,yes,no,unknown,29,may,516,4,-1,0,unknown,no,55-64,Gen Z & Boomers
6204,28.0,management,single,unknown,yes,101,yes,no,unknown,9,may,224,3,-1,0,unknown,no,25-34,Millenials
6205,43.0,management,married,tertiary,no,46,no,no,cellular,27,aug,63,8,-1,0,unknown,no,35-44,Adultxs
6206,34.0,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371,1,-1,0,unknown,no,25-34,Millenials
6207,40.0,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,no,35-44,Adultxs
6208,31.0,self-employed,single,tertiary,no,17924,yes,no,cellular,21,nov,608,3,-1,0,unknown,no,25-34,Millenials
6209,28.0,admin.,married,tertiary,no,167,yes,yes,cellular,18,feb,126,2,-1,0,unknown,no,25-34,Millenials
6210,45.0,admin.,married,secondary,no,967,no,no,unknown,9,jun,63,1,-1,0,unknown,no,45-54,Divorciadxs
6211,33.0,blue-collar,married,secondary,no,0,yes,no,telephone,14,jul,305,3,-1,0,unknown,no,25-34,Millenials
6212,42.0,admin.,married,primary,no,1547,yes,yes,unknown,27,may,272,3,-1,0,unknown,no,35-44,Adultxs
6213,32.0,blue-collar,married,primary,no,388,yes,no,cellular,15,apr,171,2,-1,0,unknown,no,25-34,Millenials
6214,41.0,self-employed,married,secondary,no,1,no,no,cellular,19,aug,55,4,-1,0,unknown,no,35-44,Adultxs
6215,32.0,admin.,married,secondary,no,0,no,no,cellular,25,jul,209,1,-1,0,unknown,no,25-34,Millenials
6216,37.0,unemployed,married,secondary,no,80,no,no,cellular,3,feb,248,2,-1,0,unknown,no,35-44,Adultxs
6217,57.0,admin.,married,secondary,no,4168,yes,yes,unknown,16,may,47,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6218,56.0,management,married,tertiary,no,0,no,no,cellular,19,nov,844,2,-1,0,unknown,no,55-64,Gen Z & Boomers
6219,37.0,admin.,single,secondary,no,781,no,no,cellular,20,aug,75,1,-1,0,unknown,no,35-44,Adultxs
6220,34.0,admin.,married,secondary,no,804,yes,no,cellular,23,jul,256,9,-1,0,unknown,no,25-34,Millenials
6221,46.0,blue-collar,married,tertiary,no,993,yes,no,unknown,16,jun,78,1,-1,0,unknown,no,45-54,Divorciadxs
6222,40.0,blue-collar,married,primary,no,34,yes,no,cellular,6,may,350,2,344,1,failure,no,35-44,Adultxs
6223,32.0,technician,single,tertiary,no,0,no,no,cellular,20,aug,72,4,-1,0,unknown,no,25-34,Millenials
6224,28.0,admin.,single,secondary,no,520,yes,no,cellular,15,jun,29,1,-1,0,unknown,no,25-34,Millenials
6225,46.0,self-employed,married,secondary,no,567,no,no,cellular,18,jul,142,10,-1,0,unknown,no,45-54,Divorciadxs
6226,44.0,management,married,tertiary,no,7177,no,no,unknown,19,jun,89,2,-1,0,unknown,no,35-44,Adultxs
6227,55.0,management,divorced,primary,no,3629,yes,no,unknown,30,may,87,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6228,75.0,retired,divorced,secondary,no,2199,no,no,telephone,13,nov,137,1,-1,0,unknown,no,65+,Gen Z & Boomers
6229,41.0,management,married,tertiary,no,223,yes,no,unknown,16,may,124,1,-1,0,unknown,no,35-44,Adultxs
6230,30.0,blue-collar,single,primary,no,185,no,no,unknown,26,jun,11,1,-1,0,unknown,no,25-34,Millenials
6231,33.0,entrepreneur,married,secondary,no,5809,yes,no,cellular,22,aug,219,4,-1,0,unknown,no,25-34,Millenials
6232,43.0,unemployed,married,secondary,no,210,yes,no,unknown,12,may,88,5,-1,0,unknown,no,35-44,Adultxs
6233,49.0,self-employed,married,secondary,no,-199,yes,yes,cellular,29,jan,385,1,-1,0,unknown,no,45-54,Divorciadxs
6234,32.0,blue-collar,married,secondary,no,897,yes,no,cellular,7,apr,293,3,322,2,failure,no,25-34,Millenials
6235,26.0,blue-collar,divorced,secondary,no,0,yes,no,unknown,19,may,48,3,-1,0,unknown,no,25-34,Millenials
6236,55.0,blue-collar,divorced,secondary,no,7378,no,no,unknown,14,may,316,3,-1,0,unknown,no,55-64,Gen Z & Boomers
6237,46.0,management,single,tertiary,no,593,yes,no,cellular,29,jan,190,3,-1,0,unknown,no,45-54,Divorciadxs
6238,31.0,management,married,tertiary,no,1224,yes,yes,cellular,20,nov,75,2,119,2,success,no,25-34,Millenials
6239,34.0,management,married,tertiary,no,3031,no,no,cellular,14,aug,94,6,-1,0,unknown,no,25-34,Millenials
6240,37.0,blue-collar,married,primary,no,708,yes,no,telephone,2,feb,51,1,-1,0,unknown,no,35-44,Adultxs
6241,29.0,technician,single,tertiary,no,542,yes,no,unknown,9,may,338,3,-1,0,unknown,no,25-34,Millenials
6242,24.0,admin.,single,tertiary,no,1141,yes,no,unknown,23,may,230,1,-1,0,unknown,no,18-24,Gen Z & Boomers
6243,46.0,admin.,married,secondary,no,-42,no,yes,telephone,28,jul,181,12,-1,0,unknown,no,45-54,Divorciadxs
6244,41.0,management,married,tertiary,no,-556,yes,yes,unknown,26,may,127,3,-1,0,unknown,no,35-44,Adultxs
6245,52.0,services,married,unknown,no,482,yes,yes,cellular,28,jul,83,7,-1,0,unknown,no,45-54,Divorciadxs
6246,27.0,services,single,tertiary,no,1501,yes,no,cellular,24,jul,187,1,-1,0,unknown,no,25-34,Millenials
6247,44.0,management,married,tertiary,no,1850,yes,no,cellular,6,may,274,1,-1,0,unknown,no,35-44,Adultxs
6248,39.0,technician,married,secondary,no,2266,no,no,cellular,22,may,86,1,93,4,success,no,35-44,Adultxs
6249,52.0,housemaid,married,primary,no,3283,no,no,unknown,11,jun,553,1,-1,0,unknown,no,45-54,Divorciadxs
6250,77.0,retired,single,primary,no,300,no,no,cellular,9,sep,511,1,-1,0,unknown,no,65+,Gen Z & Boomers
6251,35.0,technician,married,secondary,no,1,yes,yes,unknown,21,may,85,1,-1,0,unknown,no,35-44,Adultxs
6252,49.0,management,divorced,tertiary,no,178,no,no,cellular,6,aug,174,2,-1,0,unknown,no,45-54,Divorciadxs
6253,37.0,housemaid,married,secondary,no,187,no,no,unknown,12,jun,165,1,-1,0,unknown,no,35-44,Adultxs
6254,46.0,management,married,tertiary,no,229,yes,no,unknown,5,may,197,1,-1,0,unknown,no,45-54,Divorciadxs
6255,43.0,entrepreneur,single,tertiary,no,42,no,no,cellular,7,jul,285,1,-1,0,unknown,no,35-44,Adultxs
6256,35.0,blue-collar,married,primary,no,-367,yes,no,cellular,11,may,77,1,350,1,failure,no,35-44,Adultxs
6257,29.0,admin.,single,tertiary,no,8,no,yes,cellular,2,mar,107,1,-1,0,unknown,no,25-34,Millenials
6258,52.0,housemaid,married,primary,no,256,no,no,cellular,6,aug,137,1,-1,0,unknown,no,45-54,Divorciadxs
6259,55.0,management,married,secondary,no,2410,yes,no,cellular,17,nov,135,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6260,33.0,technician,married,tertiary,no,2976,yes,no,cellular,9,nov,465,2,95,12,other,no,25-34,Millenials
6261,40.0,blue-collar,divorced,secondary,no,-426,no,yes,unknown,26,may,245,1,-1,0,unknown,no,35-44,Adultxs
6262,39.0,blue-collar,married,secondary,no,39,yes,no,unknown,18,jun,34,6,-1,0,unknown,no,35-44,Adultxs
6263,61.0,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown,no,55-64,Gen Z & Boomers
6264,63.0,retired,married,secondary,no,2030,no,no,cellular,6,apr,61,6,-1,0,unknown,no,55-64,Gen Z & Boomers
6265,44.0,management,married,tertiary,no,-1636,yes,yes,cellular,11,may,257,1,-1,0,unknown,no,35-44,Adultxs
6266,52.0,services,married,secondary,no,108,yes,no,unknown,15,may,543,12,-1,0,unknown,no,45-54,Divorciadxs
6267,58.0,unemployed,single,tertiary,no,2094,no,no,cellular,1,jun,161,2,-1,0,unknown,no,55-64,Gen Z & Boomers
6268,38.0,admin.,married,secondary,no,47,yes,yes,cellular,31,jul,50,11,-1,0,unknown,no,35-44,Adultxs
6269,51.0,housemaid,married,primary,no,618,yes,yes,cellular,4,feb,69,1,-1,0,unknown,no,45-54,Divorciadxs
6270,29.0,self-employed,single,tertiary,no,162,no,yes,cellular,25,jul,324,1,-1,0,unknown,no,25-34,Millenials
6271,42.0,management,married,tertiary,no,-671,no,no,cellular,28,aug,80,2,-1,0,unknown,no,35-44,Adultxs
6272,56.0,blue-collar,married,primary,no,136,no,no,cellular,4,aug,270,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6273,55.0,technician,married,secondary,no,6958,yes,yes,unknown,13,may,178,2,-1,0,unknown,no,55-64,Gen Z & Boomers
6274,43.0,blue-collar,married,primary,no,953,yes,no,unknown,19,may,135,1,-1,0,unknown,no,35-44,Adultxs
6275,27.0,blue-collar,married,secondary,no,821,yes,yes,unknown,16,sep,23,1,778,41,other,no,25-34,Millenials
6276,54.0,services,married,secondary,no,131,no,no,cellular,14,aug,252,2,-1,0,unknown,no,45-54,Divorciadxs
6277,25.0,management,single,secondary,no,1272,yes,no,cellular,24,jul,342,2,-1,0,unknown,no,25-34,Millenials
6278,33.0,blue-collar,married,primary,no,-306,yes,yes,unknown,13,may,851,4,-1,0,unknown,no,25-34,Millenials
6279,46.0,admin.,divorced,secondary,no,3201,yes,no,telephone,13,may,157,3,-1,0,unknown,no,45-54,Divorciadxs
6280,26.0,services,single,secondary,no,1114,no,no,cellular,9,feb,44,2,-1,0,unknown,no,25-34,Millenials
6281,30.0,admin.,married,tertiary,no,4168,no,no,cellular,3,jun,198,1,-1,0,unknown,no,25-34,Millenials
6282,39.0,technician,married,secondary,no,0,yes,no,unknown,5,may,203,1,-1,0,unknown,no,35-44,Adultxs
6283,58.0,admin.,married,unknown,no,0,yes,no,cellular,17,nov,219,1,186,2,failure,no,55-64,Gen Z & Boomers
6284,49.0,blue-collar,married,secondary,no,3309,yes,no,cellular,15,may,349,2,-1,0,unknown,no,45-54,Divorciadxs
6285,49.0,services,married,secondary,no,1377,yes,no,unknown,7,may,1101,1,-1,0,unknown,no,45-54,Divorciadxs
6286,43.0,housemaid,married,secondary,no,150,no,no,telephone,28,jul,290,7,-1,0,unknown,no,35-44,Adultxs
6287,60.0,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,210,3,success,no,55-64,Gen Z & Boomers
6288,57.0,technician,married,secondary,no,458,no,yes,cellular,15,jul,177,3,-1,0,unknown,no,55-64,Gen Z & Boomers
6289,38.0,technician,married,secondary,no,565,no,no,cellular,20,aug,93,2,-1,0,unknown,no,35-44,Adultxs
6290,56.0,technician,married,secondary,no,0,yes,yes,cellular,29,apr,152,1,223,3,other,no,55-64,Gen Z & Boomers
6291,45.0,self-employed,married,secondary,no,2278,no,no,unknown,17,nov,1735,2,-1,0,unknown,no,45-54,Divorciadxs
6292,45.0,management,married,tertiary,no,210,yes,no,cellular,21,jul,623,1,-1,0,unknown,no,45-54,Divorciadxs
6293,44.0,blue-collar,married,unknown,no,15578,yes,no,unknown,29,may,401,1,-1,0,unknown,no,35-44,Adultxs
6294,40.0,blue-collar,married,primary,no,236,yes,no,unknown,20,may,167,2,-1,0,unknown,no,35-44,Adultxs
6295,38.0,management,single,tertiary,no,1704,no,no,cellular,1,sep,222,1,-1,0,unknown,no,35-44,Adultxs
6296,55.0,admin.,divorced,secondary,no,1693,no,no,cellular,10,aug,247,1,102,3,success,no,55-64,Gen Z & Boomers
6297,40.0,technician,married,secondary,no,372,yes,no,cellular,21,nov,365,1,100,2,failure,no,35-44,Adultxs
6298,35.0,blue-collar,single,primary,no,1147,yes,yes,telephone,7,may,29,1,-1,0,unknown,no,35-44,Adultxs
6299,32.0,blue-collar,married,secondary,no,3166,yes,no,cellular,20,nov,418,3,-1,0,unknown,no,25-34,Millenials
6300,31.0,self-employed,married,primary,no,1074,yes,no,unknown,23,may,1438,2,-1,0,unknown,no,25-34,Millenials
6301,49.0,blue-collar,divorced,secondary,no,23,no,no,cellular,17,nov,221,2,-1,0,unknown,no,45-54,Divorciadxs
6302,55.0,retired,married,secondary,no,1431,no,yes,cellular,28,jan,107,1,-1,0,unknown,no,55-64,Gen Z & Boomers
6303,51.0,blue-collar,married,secondary,no,814,yes,no,cellular,14,may,17,8,-1,0,unknown,no,45-54,Divorciadxs
6304,30.0,unemployed,married,secondary,no,142,yes,no,unknown,20,may,350,4,-1,0,unknown,no,25-34,Millenials
6305,37.0,admin.,single,secondary,no,810,yes,no,cellular,8,apr,376,1,295,1,failure,no,35-44,Adultxs
6306,36.0,management,married,tertiary,no,1604,yes,no,unknown,11,jun,47,3,-1,0,unknown,no,35-44,Adultxs
6307,51.0,management,divorced,tertiary,no,0,yes,no,cellular,28,jul,534,4,-1,0,unknown,no,45-54,Divorciadxs
6308,29.0,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown,no,25-34,Millenials
6309,32.0,student,single,unknown,no,4110,no,no,cellular,6,feb,119,8,-1,0,unknown,no,25-34,Millenials
6310,36.0,services,married,secondary,no,1746,yes,no,cellular,7,apr,15,1,316,1,failure,no,35-44,Adultxs
6311,32.0,blue-collar,married,secondary,no,-208,yes,yes,unknown,9,may,325,1,-1,0,unknown,no,25-34,Millenials
6312,56.0,retired,married,primary,no,152,yes,yes,cellular,30,jul,65,7,-1,0,unknown,no,55-64,Gen Z & Boomers
6313,46.0,services,married,secondary,no,0,no,no,cellular,18,aug,74,4,-1,0,unknown,no,45-54,Divorciadxs
6314,39.0,admin.,divorced,secondary,no,399,yes,yes,cellular,14,aug,133,2,-1,0,unknown,no,35-44,Adultxs
6315,57.0,retired,married,primary,no,318,no,no,cellular,22,aug,371,4,-1,0,unknown,no,55-64,Gen Z & Boomers
6316,53.0,management,married,tertiary,no,9072,no,no,cellular,18,nov,117,2,-1,0,unknown,no,45-54,Divorciadxs
6317,33.0,technician,married,secondary,no,3071,yes,yes,cellular,21,jul,323,1,-1,0,unknown,no,25-34,Millenials
6318,43.0,blue-collar,divorced,primary,no,177,no,no,cellular,3,feb,124,1,-1,0,unknown,no,35-44,Adultxs
6319,40.0,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,no,35-44,Adultxs
