id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
11337,38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,success,yes
11338,36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,yes
11339,60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1658,1,262,1,failure,yes
11340,30,services,married,secondary,no,80,yes,no,unknown,8,may,185,2,-1,0,unknown,no
11341,27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown,no
11342,30,management,single,tertiary,no,533,no,no,cellular,11,aug,229,2,99,4,success,yes
11343,29,management,single,tertiary,no,15459,no,no,cellular,18,feb,264,7,-1,0,unknown,yes
11344,27,admin.,single,tertiary,no,73,no,no,cellular,29,jan,242,1,-1,0,unknown,no
11345,25,services,single,tertiary,no,130,yes,no,cellular,16,jul,49,1,-1,0,unknown,no
11346,56,admin.,married,primary,no,202,yes,no,unknown,9,may,178,2,-1,0,unknown,no
11347,30,blue-collar,single,primary,no,395,no,no,cellular,21,nov,429,1,-1,0,unknown,no
11348,63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,-1,0,unknown,yes
11349,30,management,single,tertiary,no,552,yes,no,cellular,5,aug,648,2,-1,0,unknown,no
11350,46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,79,1,394,2,failure,yes
11351,21,student,single,secondary,no,71,no,no,cellular,13,jan,169,2,-1,0,unknown,yes
11352,34,student,single,unknown,no,1011,no,no,cellular,1,jun,253,1,-1,0,unknown,yes
11353,25,technician,single,secondary,no,505,no,yes,cellular,17,nov,386,2,-1,0,unknown,yes
11354,29,admin.,married,secondary,no,494,yes,no,unknown,26,may,341,2,-1,0,unknown,no
11355,52,technician,married,secondary,no,1490,no,yes,unknown,17,jun,420,4,-1,0,unknown,no
11356,24,admin.,single,tertiary,no,1141,yes,no,unknown,23,may,230,1,-1,0,unknown,no
11357,47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
11358,74,retired,married,primary,no,0,no,no,telephone,13,aug,562,2,-1,0,unknown,yes
11359,38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,1130,3,251,2,success,yes
11360,51,unemployed,divorced,secondary,no,-56,yes,no,cellular,19,nov,544,3,-1,0,unknown,no
11361,34,admin.,single,secondary,no,79,yes,no,cellular,28,jul,219,3,-1,0,unknown,no
11362,28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,2,-1,0,unknown,yes
11363,29,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,355,1,86,5,failure,yes
11364,85,retired,married,unknown,no,1934,no,no,telephone,12,jan,140,1,-1,0,unknown,no
11365,39,management,single,secondary,no,120,no,no,unknown,12,jun,66,1,-1,0,unknown,no
11366,39,housemaid,married,tertiary,no,2990,no,no,telephone,30,apr,127,4,-1,0,unknown,no
11367,33,management,single,tertiary,no,1781,no,no,cellular,8,oct,611,2,183,1,success,yes
11368,51,management,married,tertiary,no,-321,no,no,cellular,6,feb,470,2,9,2,other,no
11369,51,self-employed,married,secondary,no,44,yes,yes,telephone,21,jul,79,1,-1,0,unknown,no
11370,56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,2,-1,0,unknown,yes
11371,43,blue-collar,married,primary,no,56,no,no,cellular,12,may,365,2,-1,0,unknown,no
11372,70,retired,married,primary,no,3782,no,no,cellular,16,mar,618,1,-1,0,unknown,no
11373,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
11374,40,admin.,married,secondary,no,0,yes,no,cellular,3,feb,561,1,201,1,failure,no
11375,34,blue-collar,divorced,unknown,no,172,no,no,cellular,15,jun,177,1,-1,0,unknown,yes
11376,34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,unknown,yes
11377,27,student,single,secondary,no,213,no,no,cellular,27,mar,378,1,-1,0,unknown,yes
11378,41,unemployed,divorced,secondary,no,271,yes,no,unknown,19,jun,196,2,-1,0,unknown,no
11379,37,admin.,single,secondary,no,810,yes,no,cellular,8,apr,376,1,295,1,failure,no
11380,51,technician,married,secondary,no,2682,no,no,unknown,18,jun,56,1,-1,0,unknown,no
11381,39,technician,single,secondary,no,1022,yes,no,unknown,20,may,1410,2,-1,0,unknown,yes
11382,32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,2,85,3,other,yes
11383,29,admin.,single,tertiary,no,8,no,yes,cellular,2,mar,107,1,-1,0,unknown,no
11384,52,retired,married,unknown,no,293,no,no,unknown,11,jun,706,1,-1,0,unknown,yes
11385,49,services,married,unknown,no,463,yes,no,telephone,15,jul,541,2,-1,0,unknown,no
11386,29,admin.,single,secondary,no,266,yes,no,cellular,6,may,540,1,-1,0,unknown,yes
11387,46,services,married,secondary,no,-522,yes,no,cellular,31,jul,61,2,-1,0,unknown,no
11388,42,technician,divorced,tertiary,no,2611,yes,no,cellular,25,jun,300,1,389,3,failure,yes
11389,26,blue-collar,single,tertiary,no,644,no,no,cellular,2,dec,346,1,-1,0,unknown,yes
11390,30,services,single,primary,no,0,yes,yes,cellular,19,nov,686,1,-1,0,unknown,yes
11391,34,services,single,secondary,no,-374,yes,no,cellular,11,may,672,1,-1,0,unknown,yes
11392,48,technician,divorced,secondary,no,-154,no,no,unknown,3,jun,342,3,-1,0,unknown,no
11393,56,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,102,1,other,yes
11394,30,technician,single,secondary,no,281,no,no,cellular,12,aug,105,2,-1,0,unknown,no
11395,44,services,divorced,secondary,no,-389,yes,yes,unknown,5,jun,52,1,-1,0,unknown,no
11396,57,housemaid,married,primary,no,2785,no,no,cellular,11,aug,610,4,-1,0,unknown,yes
11397,52,technician,married,secondary,no,475,yes,no,cellular,28,jul,121,3,-1,0,unknown,no
11398,24,admin.,married,secondary,no,299,yes,no,cellular,6,may,209,1,321,1,failure,no
11399,61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,562,2,94,3,success,yes
11400,52,admin.,married,secondary,no,722,no,no,cellular,26,oct,99,2,185,3,failure,no
11401,37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157,1,-1,0,unknown,no
11402,72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,1,91,1,success,yes
11403,38,services,single,primary,no,-87,yes,no,cellular,13,may,531,1,-1,0,unknown,no
11404,42,management,married,tertiary,no,27696,no,no,cellular,11,aug,370,1,91,7,success,yes
11405,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,-1,0,unknown,no
11406,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,0,unknown,yes
11407,59,retired,married,secondary,no,5678,yes,no,unknown,14,may,238,2,-1,0,unknown,no
11408,46,admin.,married,secondary,no,974,no,no,cellular,17,mar,178,1,-1,0,unknown,yes
11409,37,blue-collar,married,secondary,no,374,yes,no,unknown,7,may,944,3,-1,0,unknown,no
11410,34,management,single,unknown,no,6013,yes,no,cellular,18,may,612,1,-1,0,unknown,yes
11411,77,unknown,married,unknown,no,397,no,no,telephone,8,nov,207,1,185,3,success,no
11412,43,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,no
11413,48,management,married,tertiary,no,263,yes,no,unknown,5,may,350,2,-1,0,unknown,no
11414,30,management,single,tertiary,no,19358,no,no,cellular,19,nov,258,2,-1,0,unknown,no
11415,48,management,married,tertiary,yes,0,no,yes,cellular,9,feb,18,8,-1,0,unknown,no
11416,39,management,married,tertiary,no,937,no,no,cellular,16,apr,144,4,-1,0,unknown,yes
11417,34,blue-collar,married,primary,no,3527,yes,no,cellular,21,nov,1022,1,-1,0,unknown,yes
11418,37,admin.,single,secondary,no,1097,yes,no,cellular,21,nov,1555,2,-1,0,unknown,yes
11419,55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,no
11420,60,blue-collar,married,primary,no,29184,no,no,telephone,15,jun,94,2,-1,0,unknown,no
11421,51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,yes
11422,52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,294,1,failure,yes
11423,41,services,married,secondary,no,3992,yes,no,telephone,20,nov,281,2,-1,0,unknown,no
11424,52,management,married,primary,no,0,no,no,unknown,5,jun,85,3,-1,0,unknown,no
11425,53,blue-collar,married,secondary,no,136,yes,no,unknown,15,may,99,1,-1,0,unknown,no
11426,80,retired,married,primary,no,1468,no,no,cellular,13,jan,330,3,-1,0,unknown,yes
11427,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes
11428,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,yes
11429,50,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203,2,-1,0,unknown,yes
11430,41,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,395,3,426,1,other,yes
11431,53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223,7,-1,0,unknown,no
11432,38,technician,married,secondary,no,565,no,no,cellular,20,aug,93,2,-1,0,unknown,no
11433,56,management,divorced,tertiary,no,4266,yes,no,unknown,17,jun,490,4,-1,0,unknown,yes
11434,41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,882,1,181,3,success,yes
11435,35,blue-collar,married,secondary,no,0,yes,no,cellular,9,jul,277,1,-1,0,unknown,no
11436,43,management,single,tertiary,no,0,no,no,cellular,11,aug,155,2,-1,0,unknown,no
11437,33,unemployed,single,secondary,no,233,yes,no,unknown,8,may,221,4,-1,0,unknown,no
11438,36,blue-collar,divorced,secondary,no,2843,no,no,cellular,14,aug,186,1,-1,0,unknown,yes
11439,29,blue-collar,married,primary,no,544,no,yes,cellular,21,jul,121,4,-1,0,unknown,no
11440,35,unemployed,single,secondary,no,295,no,no,unknown,17,mar,473,1,-1,0,unknown,yes
11441,26,self-employed,single,secondary,no,3676,no,no,cellular,7,apr,148,1,-1,0,unknown,yes
11442,35,admin.,married,secondary,yes,76,no,yes,unknown,17,jun,107,1,-1,0,unknown,no
11443,42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
11444,36,admin.,married,tertiary,no,3221,no,no,cellular,4,may,322,11,-1,0,unknown,yes
11445,36,housemaid,married,primary,no,622,no,no,unknown,20,jun,55,5,-1,0,unknown,no
11446,31,management,single,tertiary,no,165,no,yes,cellular,8,aug,523,2,-1,0,unknown,yes
11447,34,management,single,tertiary,no,9,no,no,cellular,11,jul,439,2,-1,0,unknown,no
11448,37,blue-collar,married,secondary,no,-4,yes,yes,unknown,29,may,381,1,-1,0,unknown,no
11449,28,unemployed,single,primary,no,1374,no,no,cellular,23,apr,203,4,-1,0,unknown,yes
11450,46,services,married,tertiary,no,2520,yes,no,cellular,19,nov,144,1,-1,0,unknown,no
11451,31,technician,married,secondary,no,180,no,no,cellular,26,may,222,1,70,2,success,no
11452,36,services,married,secondary,no,2984,yes,no,unknown,2,jun,394,1,-1,0,unknown,yes
11453,36,entrepreneur,married,secondary,no,546,no,no,cellular,9,feb,297,3,-1,0,unknown,no
11454,36,services,divorced,secondary,no,223,yes,yes,cellular,11,may,80,1,-1,0,unknown,no
11455,25,student,single,secondary,no,703,no,no,cellular,5,may,1100,3,-1,0,unknown,no
11456,57,retired,married,tertiary,no,138,no,no,unknown,26,may,157,5,-1,0,unknown,no
11457,31,unemployed,married,tertiary,no,330,no,no,cellular,13,jul,309,1,181,3,success,yes
11458,35,admin.,married,secondary,no,907,no,yes,unknown,2,jul,97,4,-1,0,unknown,no
11459,32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown,yes
11460,56,admin.,single,secondary,no,1854,yes,no,telephone,7,may,45,1,342,2,failure,no
11461,41,technician,married,secondary,no,0,no,no,cellular,28,jan,411,2,156,8,other,no
11462,22,student,single,secondary,no,1522,no,no,cellular,30,oct,368,2,-1,0,unknown,yes
11463,26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure,yes
11464,59,services,married,secondary,no,307,yes,yes,unknown,6,may,250,7,-1,0,unknown,no
11465,43,services,divorced,secondary,no,-287,yes,no,cellular,20,apr,580,4,-1,0,unknown,no
11466,35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
11467,47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes
11468,31,blue-collar,divorced,secondary,no,1125,no,yes,unknown,15,may,548,1,-1,0,unknown,no
11469,39,services,married,secondary,no,636,yes,no,telephone,12,may,15,1,-1,0,unknown,no
11470,31,management,single,tertiary,no,1308,no,no,cellular,22,aug,323,3,-1,0,unknown,no
11471,39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,109,2,-1,0,unknown,no
11472,26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,unknown,no
11473,55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other,yes
11474,39,technician,married,tertiary,no,94,yes,yes,unknown,16,may,813,1,-1,0,unknown,yes
11475,26,services,divorced,primary,no,633,yes,no,unknown,27,may,326,2,-1,0,unknown,no
11476,37,self-employed,single,tertiary,no,1188,no,no,cellular,24,jun,310,1,-1,0,unknown,yes
11477,33,blue-collar,single,primary,no,557,yes,no,cellular,17,apr,91,2,331,2,failure,no
11478,45,entrepreneur,divorced,tertiary,no,-395,yes,no,unknown,13,may,470,1,-1,0,unknown,yes
11479,46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other,yes
11480,35,management,divorced,tertiary,no,457,yes,no,cellular,5,feb,114,3,-1,0,unknown,no
11481,52,admin.,single,secondary,no,726,yes,no,cellular,24,may,699,1,378,9,failure,yes
11482,31,unemployed,divorced,tertiary,no,256,yes,no,cellular,16,jul,873,2,-1,0,unknown,yes
11483,51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,unknown,no
11484,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,16,mar,392,4,-1,0,unknown,yes
11485,35,entrepreneur,divorced,secondary,no,80,no,no,cellular,20,aug,67,5,-1,0,unknown,no
11486,34,housemaid,divorced,primary,no,46,yes,no,telephone,11,jul,31,2,-1,0,unknown,no
11487,62,retired,married,secondary,no,298,no,no,cellular,17,nov,709,2,-1,0,unknown,yes
11488,55,services,single,secondary,no,-40,yes,no,unknown,12,may,178,2,-1,0,unknown,no
11489,34,management,single,tertiary,no,416,no,no,cellular,14,aug,1217,4,-1,0,unknown,no
11490,60,technician,single,primary,no,11262,no,no,cellular,26,aug,323,1,-1,0,unknown,yes
11491,45,admin.,married,unknown,no,2033,no,no,cellular,28,may,48,4,-1,0,unknown,no
11492,39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,371,1,failure,yes
11493,30,management,single,tertiary,no,5359,no,no,cellular,27,may,119,1,98,1,success,yes
11494,35,housemaid,single,secondary,no,1015,yes,no,unknown,5,jun,406,2,-1,0,unknown,yes
11495,46,technician,married,unknown,no,3308,no,no,cellular,27,oct,171,1,91,2,success,yes
11496,37,admin.,married,secondary,no,96,no,no,cellular,7,aug,155,1,99,2,success,yes
11497,49,management,married,tertiary,no,1,no,no,telephone,13,aug,640,2,101,4,success,yes
11498,36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown,no
11499,32,management,married,secondary,no,0,no,no,cellular,20,aug,162,4,-1,0,unknown,no
11500,36,admin.,single,secondary,no,191,yes,no,cellular,25,jul,18,7,-1,0,unknown,no
11501,33,services,married,secondary,no,1697,no,no,cellular,3,nov,179,1,-1,0,unknown,yes
11502,40,blue-collar,married,secondary,no,0,yes,no,unknown,16,may,167,2,-1,0,unknown,no
11503,31,technician,divorced,secondary,no,10787,yes,no,unknown,4,jun,135,2,-1,0,unknown,no
11504,22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other,yes
11505,45,admin.,married,secondary,no,6971,no,no,cellular,22,may,119,1,-1,0,unknown,no
11506,36,management,married,tertiary,no,0,no,no,telephone,27,aug,645,9,-1,0,unknown,yes
11507,29,blue-collar,married,primary,no,111,yes,no,cellular,6,may,14,11,-1,0,unknown,no
11508,26,admin.,single,secondary,no,-326,yes,no,unknown,19,may,128,3,-1,0,unknown,no
11509,42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,787,3,356,2,failure,yes
11510,34,blue-collar,married,primary,no,5299,yes,no,unknown,26,jun,75,5,-1,0,unknown,no
11511,67,retired,married,tertiary,no,3810,no,no,cellular,21,oct,1206,1,-1,0,unknown,no
11512,55,blue-collar,divorced,unknown,no,103,yes,no,cellular,21,jul,769,3,-1,0,unknown,no
11513,47,admin.,single,secondary,no,3696,no,no,cellular,12,jul,250,2,181,4,success,yes
11514,52,admin.,single,secondary,no,2398,yes,no,cellular,3,nov,412,1,-1,0,unknown,yes
11515,44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,-1,0,unknown,yes
11516,46,blue-collar,married,primary,no,-388,yes,yes,cellular,10,jul,207,1,-1,0,unknown,no
11517,36,blue-collar,married,primary,no,409,yes,no,unknown,11,jun,81,3,-1,0,unknown,no
11518,37,technician,married,unknown,no,189,no,no,cellular,16,jun,162,2,-1,0,unknown,yes
11519,55,management,married,tertiary,no,12972,no,no,telephone,18,aug,205,1,-1,0,unknown,yes
11520,31,technician,single,secondary,no,137,no,no,cellular,27,aug,27,14,-1,0,unknown,no
11521,30,admin.,married,secondary,no,482,no,no,cellular,23,apr,86,1,-1,0,unknown,no
11522,40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461,6,-1,0,unknown,yes
11523,62,management,married,tertiary,no,7458,no,no,cellular,30,oct,212,2,-1,0,unknown,yes
11524,61,admin.,married,unknown,no,4629,yes,no,cellular,29,jul,349,3,183,2,success,yes
11525,35,blue-collar,married,primary,no,22,yes,no,cellular,15,may,1190,2,302,2,other,yes
11526,30,technician,single,secondary,no,148,yes,yes,cellular,15,may,115,5,-1,0,unknown,no
11527,29,services,single,secondary,no,20,yes,no,unknown,15,may,431,1,-1,0,unknown,no
11528,54,unemployed,married,secondary,no,582,yes,no,cellular,15,may,693,5,372,2,failure,yes
11529,38,management,single,tertiary,no,3646,yes,no,cellular,12,may,1710,2,286,1,other,yes
11530,42,blue-collar,married,secondary,no,165,yes,no,unknown,23,may,333,2,-1,0,unknown,no
11531,60,retired,married,secondary,no,0,no,no,cellular,9,sep,408,1,-1,0,unknown,yes
11532,31,blue-collar,married,secondary,no,754,yes,no,unknown,19,may,1022,4,-1,0,unknown,yes
11533,29,management,single,tertiary,no,499,yes,no,cellular,15,may,338,1,-1,0,unknown,no
11534,27,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,unknown,yes
11535,26,unemployed,married,secondary,no,285,yes,no,cellular,6,may,265,2,342,2,failure,no
11536,48,technician,married,primary,no,788,no,no,telephone,9,jul,36,2,-1,0,unknown,no
11537,38,blue-collar,single,unknown,no,495,yes,no,unknown,8,may,297,1,-1,0,unknown,no
11538,36,management,married,tertiary,no,871,no,no,cellular,18,nov,170,1,-1,0,unknown,no
11539,36,admin.,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,-1,0,unknown,yes
11540,60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no
11541,41,management,married,tertiary,no,-412,yes,no,cellular,29,jan,85,1,195,5,other,no
11542,43,management,divorced,tertiary,no,-410,no,yes,cellular,9,jul,189,1,-1,0,unknown,no
11543,21,student,single,primary,no,423,no,no,cellular,8,apr,104,5,-1,0,unknown,yes
11544,34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown,no
11545,36,blue-collar,married,unknown,no,1023,yes,no,cellular,4,feb,184,2,-1,0,unknown,no
11546,35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,1,86,7,success,yes
11547,37,management,married,tertiary,no,-666,yes,no,cellular,18,nov,204,2,-1,0,unknown,no
11548,37,technician,single,tertiary,no,147,no,no,unknown,7,may,416,2,-1,0,unknown,no
11549,48,blue-collar,married,primary,no,1670,no,no,unknown,17,jun,145,1,-1,0,unknown,no
11550,39,student,single,tertiary,no,2103,no,no,cellular,2,feb,588,1,-1,0,unknown,yes
11551,35,technician,single,secondary,no,1855,yes,no,unknown,7,may,138,1,-1,0,unknown,no
11552,47,blue-collar,married,secondary,no,665,no,no,cellular,18,aug,885,3,-1,0,unknown,no
11553,33,technician,married,secondary,no,256,yes,no,cellular,18,nov,76,1,-1,0,unknown,no
11554,34,blue-collar,divorced,secondary,no,1780,yes,no,unknown,2,jun,187,9,-1,0,unknown,no
11555,86,retired,married,primary,no,5236,no,no,telephone,1,apr,558,2,-1,0,unknown,yes
11556,55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown,yes
11557,64,management,married,tertiary,no,3951,no,no,cellular,28,jan,134,1,91,1,success,yes
11558,32,management,single,tertiary,no,46,no,no,cellular,21,aug,788,6,-1,0,unknown,yes
11559,27,technician,single,secondary,no,643,no,no,cellular,13,jul,317,1,-1,0,unknown,yes
11560,51,blue-collar,divorced,primary,no,5,no,no,cellular,29,jul,600,2,-1,0,unknown,yes
11561,49,technician,married,secondary,no,788,no,no,unknown,17,jun,162,7,-1,0,unknown,no
11562,47,technician,married,secondary,no,0,no,no,unknown,11,nov,74,1,-1,0,unknown,no
11563,39,services,single,secondary,no,322,yes,no,cellular,11,may,35,1,350,1,failure,no
11564,55,retired,married,primary,no,1821,no,no,cellular,8,aug,224,2,-1,0,unknown,no
11565,54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure,yes
11566,35,services,married,secondary,no,52,yes,no,cellular,2,mar,378,4,-1,0,unknown,yes
11567,54,admin.,married,tertiary,no,59,yes,no,cellular,10,jul,268,1,-1,0,unknown,no
11568,31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,228,2,267,1,failure,yes
11569,36,management,married,tertiary,no,3839,no,no,cellular,19,nov,146,1,-1,0,unknown,no
11570,33,management,single,tertiary,no,1304,yes,no,cellular,18,may,536,2,-1,0,unknown,yes
11571,31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,-1,0,unknown,yes
11572,35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,1,-1,0,unknown,yes
11573,30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,1,-1,0,unknown,yes
11574,43,unemployed,married,secondary,no,0,yes,yes,cellular,23,sep,183,2,184,13,failure,yes
11575,37,services,married,secondary,no,393,yes,yes,cellular,13,may,95,1,357,1,failure,no
11576,43,housemaid,married,secondary,no,150,no,no,telephone,28,jul,290,7,-1,0,unknown,no
11577,55,technician,divorced,secondary,yes,284,yes,no,cellular,7,aug,78,2,-1,0,unknown,no
11578,60,housemaid,married,primary,no,352,no,yes,unknown,17,jun,81,2,-1,0,unknown,no
11579,29,admin.,divorced,secondary,no,1320,yes,yes,unknown,8,may,489,1,-1,0,unknown,no
11580,26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown,yes
11581,44,management,married,tertiary,no,0,no,no,unknown,13,may,27,1,-1,0,unknown,no
11582,34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure,yes
11583,54,technician,divorced,secondary,no,859,no,yes,cellular,21,jul,710,1,-1,0,unknown,yes
11584,34,unemployed,married,secondary,no,438,yes,yes,cellular,9,apr,272,1,323,1,failure,no
11585,36,self-employed,single,tertiary,no,4844,no,no,unknown,9,jun,1137,3,-1,0,unknown,yes
11586,25,admin.,single,secondary,no,96,yes,no,unknown,9,may,176,2,-1,0,unknown,no
11587,33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,apr,482,1,161,1,failure,yes
11588,26,student,single,tertiary,no,97,no,no,cellular,27,aug,382,1,-1,0,unknown,no
11589,37,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,1,90,1,success,yes
11590,37,management,married,tertiary,no,-491,yes,no,cellular,5,feb,80,2,-1,0,unknown,no
11591,38,technician,single,secondary,no,0,no,no,cellular,22,aug,305,2,-1,0,unknown,no
11592,36,blue-collar,married,primary,no,-20,yes,no,unknown,7,may,353,3,-1,0,unknown,no
11593,52,management,single,tertiary,no,4,no,yes,cellular,28,jul,30,9,-1,0,unknown,no
11594,57,retired,married,tertiary,no,11254,no,no,cellular,30,jul,229,2,-1,0,unknown,no
11595,66,management,married,unknown,no,2149,yes,no,cellular,26,may,135,2,90,11,success,yes
11596,38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
11597,42,admin.,divorced,secondary,no,0,yes,no,unknown,7,may,229,2,-1,0,unknown,no
11598,59,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,226,1,-1,0,unknown,no
11599,29,services,single,secondary,no,271,yes,no,unknown,20,may,1882,2,-1,0,unknown,yes
11600,30,unknown,single,unknown,no,6929,no,no,cellular,19,nov,341,1,-1,0,unknown,no
11601,46,management,married,tertiary,no,1906,no,no,cellular,28,aug,44,6,-1,0,unknown,no
11602,37,entrepreneur,married,secondary,no,-170,yes,no,unknown,28,may,39,1,-1,0,unknown,no
11603,44,services,single,secondary,no,618,no,no,cellular,12,may,193,1,-1,0,unknown,yes
11604,33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,-1,0,unknown,yes
11605,55,technician,divorced,tertiary,no,0,no,no,cellular,18,aug,237,1,-1,0,unknown,yes
11606,53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes
11607,29,self-employed,married,tertiary,no,2305,no,no,cellular,27,may,82,2,-1,0,unknown,no
11608,47,blue-collar,married,primary,no,304,yes,no,unknown,12,may,185,1,-1,0,unknown,no
11609,32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
11610,41,management,divorced,unknown,no,465,yes,no,cellular,22,jul,1508,1,-1,0,unknown,yes
11611,30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,-1,0,unknown,yes
11612,78,retired,divorced,primary,no,2787,no,no,telephone,1,jul,372,1,-1,0,unknown,yes
11613,28,management,single,tertiary,no,385,no,yes,cellular,9,feb,79,4,193,7,failure,no
11614,51,management,married,tertiary,no,656,yes,no,cellular,25,jul,268,2,-1,0,unknown,no
11615,59,admin.,single,secondary,no,4744,no,no,cellular,4,sep,879,1,-1,0,unknown,yes
11616,55,services,single,secondary,no,1539,no,no,unknown,20,jun,65,2,-1,0,unknown,no
11617,60,technician,married,tertiary,no,91,no,no,cellular,27,aug,105,4,-1,0,unknown,no
11618,40,blue-collar,married,secondary,no,10,yes,no,unknown,9,may,1692,2,-1,0,unknown,yes
11619,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
11620,56,blue-collar,married,primary,no,0,no,no,cellular,7,aug,152,6,-1,0,unknown,no
11621,27,admin.,single,secondary,no,125,no,no,cellular,21,jul,104,1,288,8,failure,no
11622,42,technician,single,tertiary,no,2625,no,no,cellular,29,jul,2516,2,-1,0,unknown,yes
11623,34,management,single,tertiary,no,-292,yes,no,cellular,19,aug,181,6,-1,0,unknown,no
11624,40,technician,married,secondary,no,8379,no,no,unknown,12,jun,52,6,-1,0,unknown,no
11625,46,admin.,married,secondary,no,186,yes,no,cellular,11,may,643,2,-1,0,unknown,no
11626,53,retired,married,secondary,no,303,yes,no,unknown,6,may,593,2,-1,0,unknown,no
11627,57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,178,6,success,yes
