id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,Clase de edad,Perfil,month_num,date,weekday
14493,36.0,admin.,married,secondary,no,162,yes,yes,cellular,20,apr,340,2,-1,0,unknown,no,35-44,Adultxs,4,2009-04-20,Monday
14494,52.0,unemployed,married,tertiary,no,2133,no,yes,cellular,18,jul,90,1,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-18,Friday
14495,27.0,technician,single,secondary,no,158,no,no,unknown,1,jul,650,2,-1,0,unknown,yes,25-34,Millenials,7,2008-07-01,Tuesday
14496,30.0,management,married,secondary,no,850,no,no,cellular,12,aug,507,2,-1,0,unknown,yes,25-34,Millenials,8,2008-08-12,Tuesday
14497,66.0,admin.,divorced,secondary,no,220,no,no,cellular,28,aug,283,1,-1,0,unknown,no,65+,Gen Z & Boomers,8,2008-08-28,Thursday
14498,64.0,retired,married,primary,no,48,no,no,cellular,9,sep,167,3,92,1,success,yes,55-64,Gen Z & Boomers,9,2008-09-09,Tuesday
14499,54.0,technician,married,secondary,no,3967,no,yes,cellular,29,jul,90,3,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-29,Tuesday
14500,48.0,technician,divorced,tertiary,no,113,no,yes,cellular,22,jul,38,1,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-22,Tuesday
14501,54.0,housemaid,married,primary,no,3151,no,no,unknown,18,jun,350,7,-1,0,unknown,no,45-54,Divorciadxs,6,2008-06-18,Wednesday
14502,60.0,retired,divorced,tertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,no,55-64,Gen Z & Boomers,4,2009-04-17,Friday
14503,26.0,technician,married,secondary,no,915,no,no,cellular,2,jun,384,1,-1,0,unknown,yes,25-34,Millenials,6,2008-06-02,Monday
14504,35.0,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,yes,35-44,Adultxs,5,2008-05-08,Thursday
14505,31.0,services,single,secondary,no,900,yes,no,cellular,9,apr,221,2,140,6,failure,no,25-34,Millenials,4,2009-04-09,Thursday
14506,33.0,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,264,2,278,1,success,yes,25-34,Millenials,3,2010-03-08,Monday
14507,34.0,technician,single,tertiary,no,992,yes,no,cellular,5,feb,71,2,-1,0,unknown,yes,25-34,Millenials,2,2009-02-05,Thursday
14508,21.0,student,single,secondary,no,123,no,no,telephone,12,feb,379,5,93,2,success,yes,18-24,Gen Z & Boomers,2,2009-02-12,Thursday
14509,37.0,blue-collar,married,primary,no,152,yes,no,cellular,17,apr,252,2,-1,0,unknown,no,35-44,Adultxs,4,2009-04-17,Friday
14510,30.0,self-employed,single,secondary,no,5223,no,no,cellular,14,oct,404,2,-1,0,unknown,no,25-34,Millenials,10,2008-10-14,Tuesday
14511,56.0,retired,married,secondary,no,1894,yes,no,unknown,15,may,189,1,-1,0,unknown,no,55-64,Gen Z & Boomers,5,2008-05-15,Thursday
14512,55.0,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,yes,55-64,Gen Z & Boomers,1,2010-01-11,Monday
14513,29.0,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,-1,0,unknown,yes,25-34,Millenials,4,2009-04-21,Tuesday
14514,42.0,technician,single,tertiary,no,-411,yes,no,cellular,24,jul,212,3,-1,0,unknown,no,35-44,Adultxs,7,2008-07-24,Thursday
14515,51.0,management,married,tertiary,no,1394,yes,no,cellular,5,aug,115,1,-1,0,unknown,no,45-54,Divorciadxs,8,2008-08-05,Tuesday
14516,34.0,entrepreneur,married,secondary,no,3119,yes,no,unknown,21,may,250,4,-1,0,unknown,no,25-34,Millenials,5,2008-05-21,Wednesday
14517,33.0,services,married,secondary,no,804,yes,yes,unknown,8,may,266,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-08,Thursday
14518,36.0,admin.,married,secondary,no,0,yes,yes,cellular,11,may,94,1,-1,0,unknown,no,35-44,Adultxs,5,2009-05-11,Monday
14519,32.0,technician,single,tertiary,no,127,yes,no,cellular,27,aug,20,17,-1,0,unknown,no,25-34,Millenials,8,2008-08-27,Wednesday
14520,46.0,housemaid,married,primary,no,3512,no,no,cellular,30,oct,175,1,197,1,failure,yes,45-54,Divorciadxs,10,2008-10-30,Thursday
14521,39.0,services,married,primary,no,324,yes,no,cellular,8,may,340,2,312,4,failure,no,35-44,Adultxs,5,2008-05-08,Thursday
14522,35.0,technician,married,secondary,no,15474,no,no,cellular,21,nov,89,1,92,2,other,no,35-44,Adultxs,11,2008-11-21,Friday
14523,35.0,services,single,secondary,no,719,yes,no,cellular,18,may,1359,3,368,3,failure,yes,35-44,Adultxs,5,2009-05-18,Monday
14524,51.0,services,divorced,secondary,no,9,no,no,unknown,18,jun,371,2,-1,0,unknown,yes,45-54,Divorciadxs,6,2008-06-18,Wednesday
14525,57.0,admin.,single,secondary,no,3551,yes,no,cellular,12,may,458,1,-1,0,unknown,yes,55-64,Gen Z & Boomers,5,2008-05-12,Monday
14526,31.0,services,single,secondary,no,85,no,no,cellular,16,jul,151,1,-1,0,unknown,no,25-34,Millenials,7,2008-07-16,Wednesday
14527,27.0,admin.,single,secondary,no,4745,no,no,telephone,12,nov,411,4,192,1,other,yes,25-34,Millenials,11,2008-11-12,Wednesday
14528,34.0,services,married,secondary,no,295,yes,yes,cellular,4,jul,64,1,-1,0,unknown,no,25-34,Millenials,7,2008-07-04,Friday
14529,42.0,unemployed,married,tertiary,no,576,no,no,cellular,27,feb,156,1,-1,0,unknown,yes,35-44,Adultxs,2,2009-02-27,Friday
14530,43.0,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,5,-1,0,unknown,yes,35-44,Adultxs,5,2009-05-04,Monday
14531,34.0,technician,single,secondary,no,920,yes,no,cellular,29,oct,250,1,342,5,failure,no,25-34,Millenials,10,2008-10-29,Wednesday
14532,36.0,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success,yes,35-44,Adultxs,6,2008-06-09,Monday
14533,42.0,entrepreneur,married,secondary,no,1002,no,no,unknown,20,jun,109,3,-1,0,unknown,no,35-44,Adultxs,6,2008-06-20,Friday
14534,25.0,management,single,tertiary,no,528,no,no,cellular,14,aug,201,1,-1,0,unknown,yes,25-34,Millenials,8,2008-08-14,Thursday
14535,57.0,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,unknown,yes,55-64,Gen Z & Boomers,6,2008-06-02,Monday
14536,41.0,entrepreneur,married,secondary,no,187,no,yes,cellular,21,jul,354,1,-1,0,unknown,no,35-44,Adultxs,7,2008-07-21,Monday
14537,34.0,admin.,single,secondary,no,1704,yes,no,unknown,15,may,218,2,-1,0,unknown,no,25-34,Millenials,5,2008-05-15,Thursday
14538,53.0,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,unknown,yes,45-54,Divorciadxs,11,2008-11-17,Monday
14539,33.0,technician,single,secondary,no,2583,no,no,cellular,25,may,241,1,108,1,failure,no,25-34,Millenials,5,2009-05-25,Monday
14540,40.0,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure,no,35-44,Adultxs,11,2008-11-19,Wednesday
14541,46.0,admin.,married,secondary,no,70,yes,no,cellular,27,mar,229,2,-1,0,unknown,yes,45-54,Divorciadxs,3,2009-03-27,Friday
14542,35.0,management,single,tertiary,no,2707,no,no,cellular,5,feb,699,1,-1,0,unknown,yes,35-44,Adultxs,2,2009-02-05,Thursday
14543,26.0,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,0,unknown,yes,25-34,Millenials,5,2009-05-18,Monday
14544,44.0,management,married,unknown,no,2982,no,no,unknown,16,jun,55,2,-1,0,unknown,no,35-44,Adultxs,6,2008-06-16,Monday
14545,48.0,admin.,married,secondary,no,112,no,no,cellular,18,aug,139,5,-1,0,unknown,no,45-54,Divorciadxs,8,2008-08-18,Monday
14546,32.0,self-employed,married,secondary,no,1942,yes,no,unknown,30,may,84,9,-1,0,unknown,no,25-34,Millenials,5,2008-05-30,Friday
14547,59.0,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success,yes,55-64,Gen Z & Boomers,6,2008-06-17,Tuesday
14548,34.0,blue-collar,married,tertiary,no,748,yes,yes,cellular,6,may,161,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-06,Tuesday
14549,55.0,admin.,married,secondary,no,865,yes,no,cellular,8,jul,105,1,82,2,failure,no,55-64,Gen Z & Boomers,7,2008-07-08,Tuesday
14550,59.0,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,217,4,-1,0,unknown,no,55-64,Gen Z & Boomers,5,2008-05-20,Tuesday
14551,47.0,admin.,married,secondary,no,3434,yes,yes,telephone,9,jul,337,1,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-09,Wednesday
14552,25.0,student,single,primary,no,373,yes,no,cellular,11,may,819,2,-1,0,unknown,yes,25-34,Millenials,5,2009-05-11,Monday
14553,36.0,technician,single,tertiary,no,268,no,no,cellular,29,aug,54,12,-1,0,unknown,no,35-44,Adultxs,8,2008-08-29,Friday
14554,49.0,entrepreneur,married,tertiary,no,384,no,no,unknown,11,jun,64,1,-1,0,unknown,no,45-54,Divorciadxs,6,2008-06-11,Wednesday
14555,40.0,services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,failure,no,65+,Gen Z & Boomers,5,2008-05-14,Wednesday
14556,41.0,services,married,secondary,no,2085,yes,no,unknown,26,may,125,4,-1,0,unknown,no,35-44,Adultxs,5,2008-05-26,Monday
14557,75.0,retired,married,tertiary,no,6027,no,no,cellular,16,nov,1248,2,94,2,failure,yes,65+,Gen Z & Boomers,11,2009-11-16,Monday
14558,56.0,services,married,secondary,no,654,no,no,cellular,15,sep,875,1,-1,0,unknown,yes,55-64,Gen Z & Boomers,9,2008-09-15,Monday
14559,60.0,blue-collar,married,primary,no,4903,no,yes,unknown,9,jun,290,1,-1,0,unknown,no,55-64,Gen Z & Boomers,6,2008-06-09,Monday
14560,61.0,retired,married,secondary,no,1058,no,no,cellular,27,apr,159,3,-1,0,unknown,yes,55-64,Gen Z & Boomers,4,2009-04-27,Monday
14561,35.0,management,single,tertiary,no,304,yes,no,cellular,19,nov,274,2,-1,0,unknown,no,35-44,Adultxs,11,2008-11-19,Wednesday
14562,49.0,blue-collar,divorced,secondary,yes,259,no,no,unknown,16,may,283,2,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-16,Friday
14563,54.0,self-employed,single,tertiary,no,384,no,yes,cellular,27,may,200,1,-1,0,unknown,yes,45-54,Divorciadxs,5,2008-05-27,Tuesday
14564,57.0,management,divorced,tertiary,no,3287,no,no,cellular,22,jun,867,1,84,3,success,yes,55-64,Gen Z & Boomers,6,2009-06-22,Monday
14565,32.0,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,yes,25-34,Millenials,9,2008-09-15,Monday
14566,55.0,retired,married,secondary,no,493,yes,no,unknown,13,may,647,7,-1,0,unknown,no,55-64,Gen Z & Boomers,5,2008-05-13,Tuesday
14567,36.0,admin.,married,unknown,no,991,no,no,cellular,14,jan,589,2,-1,0,unknown,yes,35-44,Adultxs,1,2009-01-14,Wednesday
14568,25.0,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes,25-34,Millenials,4,2010-04-12,Monday
14569,37.0,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143,1,-1,0,unknown,no,35-44,Adultxs,6,2008-06-06,Friday
14570,47.0,unemployed,married,secondary,no,926,no,no,cellular,14,aug,436,1,403,5,success,yes,45-54,Divorciadxs,8,2008-08-14,Thursday
14571,37.0,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes,35-44,Adultxs,4,2009-04-30,Thursday
14572,63.0,retired,divorced,primary,no,109,no,no,cellular,10,nov,406,2,-1,0,unknown,yes,55-64,Gen Z & Boomers,11,2008-11-10,Monday
14573,57.0,management,married,tertiary,no,5,yes,no,cellular,8,jul,96,1,-1,0,unknown,no,55-64,Gen Z & Boomers,7,2008-07-08,Tuesday
14574,53.0,management,married,tertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes,45-54,Divorciadxs,8,2008-08-05,Tuesday
14575,22.0,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other,yes,18-24,Gen Z & Boomers,8,2009-08-10,Monday
14576,48.0,unemployed,married,secondary,no,926,no,no,cellular,15,feb,382,4,185,6,success,yes,45-54,Divorciadxs,2,2010-02-15,Monday
14577,55.0,technician,divorced,tertiary,no,264,yes,no,unknown,30,may,34,2,-1,0,unknown,no,55-64,Gen Z & Boomers,5,2008-05-30,Friday
14578,28.0,student,married,tertiary,no,327,yes,no,cellular,15,may,104,3,-1,0,unknown,no,25-34,Millenials,5,2008-05-15,Thursday
14579,48.0,services,married,primary,no,483,no,no,cellular,6,aug,119,2,-1,0,unknown,no,45-54,Divorciadxs,8,2008-08-06,Wednesday
14580,42.0,admin.,divorced,secondary,no,-249,yes,no,cellular,14,jul,149,3,-1,0,unknown,no,35-44,Adultxs,7,2008-07-14,Monday
14581,43.0,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure,yes,35-44,Adultxs,6,2008-06-04,Wednesday
14582,30.0,technician,single,tertiary,no,178,no,no,cellular,17,jul,656,3,-1,0,unknown,yes,25-34,Millenials,7,2008-07-17,Thursday
14583,22.0,student,single,unknown,no,1232,no,no,cellular,30,jul,283,1,430,2,other,yes,18-24,Gen Z & Boomers,7,2008-07-30,Wednesday
14584,51.0,housemaid,married,unknown,no,174,no,no,telephone,29,jul,308,3,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-29,Tuesday
14585,57.0,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,yes,55-64,Gen Z & Boomers,6,2009-06-22,Monday
14586,31.0,technician,single,tertiary,no,703,yes,no,unknown,8,may,943,2,-1,0,unknown,yes,25-34,Millenials,5,2008-05-08,Thursday
14587,33.0,admin.,married,secondary,no,0,yes,no,cellular,17,nov,78,1,-1,0,unknown,no,25-34,Millenials,11,2008-11-17,Monday
14588,59.0,retired,married,secondary,no,2396,no,no,cellular,27,aug,1040,6,-1,0,unknown,yes,55-64,Gen Z & Boomers,8,2008-08-27,Wednesday
14589,41.0,management,married,tertiary,no,9,yes,no,cellular,22,jul,82,3,-1,0,unknown,no,35-44,Adultxs,7,2008-07-22,Tuesday
14590,58.0,retired,married,primary,no,5092,no,no,unknown,11,jun,199,6,-1,0,unknown,no,55-64,Gen Z & Boomers,6,2008-06-11,Wednesday
14591,60.0,admin.,married,secondary,no,3735,no,no,cellular,22,sep,183,1,184,11,success,yes,55-64,Gen Z & Boomers,9,2008-09-22,Monday
14592,34.0,admin.,single,tertiary,no,64,yes,no,cellular,28,jul,76,2,-1,0,unknown,no,25-34,Millenials,7,2008-07-28,Monday
14593,53.0,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,1,148,1,failure,yes,45-54,Divorciadxs,10,2008-10-29,Wednesday
14594,42.0,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,184,2,success,yes,35-44,Adultxs,2,2009-02-11,Wednesday
14595,43.0,technician,married,secondary,no,4056,no,no,cellular,4,may,13,6,89,2,failure,no,35-44,Adultxs,5,2009-05-04,Monday
14596,22.0,admin.,single,secondary,no,372,no,no,cellular,6,oct,218,1,-1,0,unknown,yes,18-24,Gen Z & Boomers,10,2008-10-06,Monday
14597,40.0,technician,married,unknown,no,0,no,yes,cellular,7,jul,161,1,-1,0,unknown,no,35-44,Adultxs,7,2008-07-07,Monday
14598,43.0,admin.,single,secondary,no,733,yes,no,cellular,19,nov,1102,3,-1,0,unknown,yes,35-44,Adultxs,11,2008-11-19,Wednesday
14599,59.0,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,yes,55-64,Gen Z & Boomers,7,2008-07-30,Wednesday
14600,30.0,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,unknown,yes,25-34,Millenials,6,2008-06-04,Wednesday
14601,28.0,management,single,tertiary,no,187,no,no,cellular,10,sep,255,1,93,2,success,yes,25-34,Millenials,9,2008-09-10,Wednesday
14602,32.0,technician,single,secondary,no,28,yes,no,cellular,18,nov,368,1,-1,0,unknown,no,25-34,Millenials,11,2008-11-18,Tuesday
14603,64.0,management,married,unknown,no,2352,no,no,cellular,3,nov,181,4,183,7,success,yes,55-64,Gen Z & Boomers,11,2008-11-03,Monday
14604,37.0,services,married,secondary,no,4151,yes,yes,cellular,30,jul,543,4,-1,0,unknown,yes,35-44,Adultxs,7,2008-07-30,Wednesday
14605,47.0,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,failure,yes,45-54,Divorciadxs,4,2009-04-30,Thursday
14606,55.0,retired,married,tertiary,no,357,yes,no,cellular,11,aug,526,1,103,1,failure,no,55-64,Gen Z & Boomers,8,2008-08-11,Monday
14607,38.0,technician,married,secondary,no,1696,no,no,cellular,20,nov,267,2,-1,0,unknown,no,35-44,Adultxs,11,2008-11-20,Thursday
14608,68.0,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,-1,0,unknown,yes,65+,Gen Z & Boomers,7,2008-07-15,Tuesday
14609,37.0,self-employed,married,primary,no,0,no,no,unknown,7,may,112,4,-1,0,unknown,no,35-44,Adultxs,5,2008-05-07,Wednesday
14610,54.0,unemployed,single,secondary,no,3611,yes,no,cellular,5,feb,81,1,-1,0,unknown,no,45-54,Divorciadxs,2,2009-02-05,Thursday
14611,34.0,management,married,tertiary,no,0,yes,yes,cellular,10,jul,129,1,-1,0,unknown,no,25-34,Millenials,7,2008-07-10,Thursday
14612,51.0,management,married,unknown,no,1708,no,no,telephone,29,jan,92,3,-1,0,unknown,no,45-54,Divorciadxs,1,2009-01-29,Thursday
14613,52.0,management,married,tertiary,no,7192,no,no,cellular,4,aug,1486,1,-1,0,unknown,yes,45-54,Divorciadxs,8,2008-08-04,Monday
14614,47.0,services,married,secondary,no,367,yes,no,cellular,12,may,309,1,306,4,success,yes,45-54,Divorciadxs,5,2008-05-12,Monday
14615,33.0,management,single,secondary,no,2955,yes,no,cellular,18,may,178,2,-1,0,unknown,no,25-34,Millenials,5,2009-05-18,Monday
14616,37.0,blue-collar,married,secondary,no,342,yes,no,cellular,12,may,340,2,175,1,failure,no,35-44,Adultxs,5,2008-05-12,Monday
14617,58.0,retired,married,tertiary,no,0,no,no,cellular,13,aug,641,4,-1,0,unknown,yes,55-64,Gen Z & Boomers,8,2008-08-13,Wednesday
14618,57.0,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes,55-64,Gen Z & Boomers,5,2008-05-28,Wednesday
14619,32.0,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other,yes,25-34,Millenials,2,2009-02-03,Tuesday
14620,57.0,retired,married,secondary,no,3738,yes,no,cellular,20,jul,178,2,92,8,failure,yes,55-64,Gen Z & Boomers,7,2009-07-20,Monday
14621,44.0,management,married,tertiary,no,70,no,no,cellular,20,aug,165,3,-1,0,unknown,no,35-44,Adultxs,8,2008-08-20,Wednesday
14622,50.0,technician,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,yes,45-54,Divorciadxs,9,2008-09-29,Monday
14623,35.0,unemployed,married,secondary,yes,1054,yes,yes,cellular,21,nov,106,1,-1,0,unknown,no,35-44,Adultxs,11,2008-11-21,Friday
14624,30.0,admin.,married,secondary,no,39,yes,no,cellular,28,jul,101,3,-1,0,unknown,no,25-34,Millenials,7,2008-07-28,Monday
14625,56.0,services,married,unknown,no,616,no,no,unknown,18,jun,1812,1,-1,0,unknown,no,55-64,Gen Z & Boomers,6,2008-06-18,Wednesday
14626,51.0,technician,married,secondary,no,196,yes,yes,cellular,17,feb,88,1,-1,0,unknown,yes,45-54,Divorciadxs,2,2009-02-17,Tuesday
14627,20.0,student,single,secondary,no,153,no,no,unknown,21,jun,100,1,-1,0,unknown,yes,18-24,Gen Z & Boomers,6,2010-06-21,Monday
14628,44.0,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444,1,99,1,failure,yes,35-44,Adultxs,9,2008-09-03,Wednesday
14629,42.0,management,married,primary,no,860,yes,no,unknown,15,may,90,3,-1,0,unknown,no,35-44,Adultxs,5,2008-05-15,Thursday
14630,37.0,admin.,married,secondary,no,1049,no,no,cellular,31,jul,126,5,-1,0,unknown,no,35-44,Adultxs,7,2008-07-31,Thursday
14631,35.0,technician,married,secondary,no,2779,no,no,cellular,26,apr,182,2,186,2,success,yes,35-44,Adultxs,4,2010-04-26,Monday
14632,30.0,admin.,single,secondary,no,98,yes,no,cellular,23,jul,100,5,-1,0,unknown,no,25-34,Millenials,7,2008-07-23,Wednesday
14633,29.0,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,988,1,-1,0,unknown,yes,25-34,Millenials,7,2008-07-16,Wednesday
14634,37.0,admin.,single,tertiary,no,3954,yes,no,cellular,12,aug,87,1,117,2,failure,no,35-44,Adultxs,8,2008-08-12,Tuesday
14635,69.0,retired,married,secondary,no,0,no,no,cellular,27,jul,666,1,90,4,success,yes,65+,Gen Z & Boomers,7,2009-07-27,Monday
14636,55.0,admin.,married,secondary,no,512,no,no,cellular,18,aug,115,4,-1,0,unknown,no,55-64,Gen Z & Boomers,8,2008-08-18,Monday
14637,49.0,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,yes,45-54,Divorciadxs,2,2009-02-09,Monday
14638,39.0,admin.,married,tertiary,no,1322,yes,no,cellular,24,sep,157,3,486,1,other,no,35-44,Adultxs,9,2008-09-24,Wednesday
14639,35.0,management,married,tertiary,no,2161,no,no,cellular,9,mar,139,2,181,3,success,yes,35-44,Adultxs,3,2009-03-09,Monday
14640,49.0,technician,married,secondary,no,378,no,no,unknown,9,jun,189,2,-1,0,unknown,no,45-54,Divorciadxs,6,2008-06-09,Monday
14641,56.0,unemployed,single,primary,no,1110,no,no,cellular,4,feb,945,2,-1,0,unknown,yes,55-64,Gen Z & Boomers,2,2009-02-04,Wednesday
14642,31.0,entrepreneur,single,secondary,no,131,yes,no,cellular,21,jul,157,1,-1,0,unknown,no,25-34,Millenials,7,2008-07-21,Monday
14643,57.0,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,no,55-64,Gen Z & Boomers,6,2008-06-03,Tuesday
14644,56.0,management,married,tertiary,no,-45,yes,no,unknown,30,may,116,6,-1,0,unknown,no,55-64,Gen Z & Boomers,5,2008-05-30,Friday
14645,56.0,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,2,other,no,55-64,Gen Z & Boomers,2,2009-02-06,Friday
14646,34.0,technician,single,secondary,yes,103,yes,yes,cellular,24,jul,147,1,-1,0,unknown,no,25-34,Millenials,7,2008-07-24,Thursday
14647,47.0,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,84,1,success,yes,45-54,Divorciadxs,6,2008-06-02,Monday
14648,29.0,admin.,single,tertiary,no,41,yes,no,cellular,13,aug,148,2,-1,0,unknown,yes,25-34,Millenials,8,2008-08-13,Wednesday
14649,51.0,admin.,married,tertiary,no,0,yes,yes,cellular,8,mar,124,2,-1,0,unknown,yes,45-54,Divorciadxs,3,2010-03-08,Monday
14650,29.0,student,single,secondary,no,110,yes,no,unknown,7,may,169,3,-1,0,unknown,no,25-34,Millenials,5,2008-05-07,Wednesday
14651,52.0,admin.,divorced,secondary,no,48,no,yes,cellular,17,nov,591,1,-1,0,unknown,no,45-54,Divorciadxs,11,2008-11-17,Monday
14652,42.0,management,divorced,secondary,no,283,yes,no,cellular,23,jul,761,1,-1,0,unknown,yes,35-44,Adultxs,7,2008-07-23,Wednesday
14653,36.0,management,married,tertiary,no,928,yes,no,cellular,20,apr,239,1,-1,0,unknown,no,35-44,Adultxs,4,2009-04-20,Monday
14654,37.0,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown,yes,35-44,Adultxs,8,2008-08-12,Tuesday
14655,42.0,management,married,tertiary,no,783,yes,no,cellular,19,nov,77,2,128,3,failure,no,35-44,Adultxs,11,2008-11-19,Wednesday
14656,32.0,management,single,tertiary,no,0,yes,no,cellular,30,apr,370,3,-1,0,unknown,yes,25-34,Millenials,4,2009-04-30,Thursday
14657,30.0,management,married,tertiary,no,7,yes,no,cellular,28,aug,173,1,164,4,other,yes,25-34,Millenials,8,2008-08-28,Thursday
14658,46.0,technician,divorced,secondary,no,3455,yes,no,unknown,14,may,566,2,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-14,Wednesday
14659,59.0,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes,55-64,Gen Z & Boomers,4,2009-04-30,Thursday
14660,26.0,blue-collar,single,secondary,no,5005,no,yes,cellular,3,apr,117,1,-1,0,unknown,yes,25-34,Millenials,4,2009-04-03,Friday
14661,36.0,services,married,secondary,no,4721,no,no,cellular,9,dec,149,3,-1,0,unknown,yes,35-44,Adultxs,12,2008-12-09,Tuesday
14662,54.0,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,failure,yes,45-54,Divorciadxs,2,2009-02-03,Tuesday
14663,38.0,management,single,tertiary,no,4841,no,no,cellular,22,may,580,3,-1,0,unknown,no,35-44,Adultxs,5,2008-05-22,Thursday
14664,27.0,management,married,tertiary,no,802,no,no,cellular,22,sep,569,1,-1,0,unknown,yes,25-34,Millenials,9,2008-09-22,Monday
14665,36.0,blue-collar,married,secondary,no,418,yes,yes,cellular,13,may,132,2,-1,0,unknown,no,35-44,Adultxs,5,2008-05-13,Tuesday
14666,35.0,blue-collar,married,secondary,no,674,yes,no,unknown,30,may,274,2,-1,0,unknown,no,35-44,Adultxs,5,2008-05-30,Friday
14667,42.0,technician,married,secondary,no,534,no,no,cellular,5,aug,314,1,-1,0,unknown,no,35-44,Adultxs,8,2008-08-05,Tuesday
14668,40.0,admin.,married,secondary,no,1327,yes,yes,unknown,26,may,76,2,-1,0,unknown,no,35-44,Adultxs,5,2008-05-26,Monday
14669,29.0,management,single,tertiary,no,3041,yes,no,cellular,8,may,606,3,-1,0,unknown,yes,25-34,Millenials,5,2008-05-08,Thursday
14670,38.0,technician,single,tertiary,no,221,no,no,cellular,20,aug,79,3,-1,0,unknown,no,35-44,Adultxs,8,2008-08-20,Wednesday
14671,63.0,retired,married,secondary,no,2030,no,no,cellular,6,apr,61,6,-1,0,unknown,no,55-64,Gen Z & Boomers,4,2009-04-06,Monday
14672,39.0,technician,married,secondary,no,2266,no,no,cellular,22,may,86,1,93,4,success,no,35-44,Adultxs,5,2008-05-22,Thursday
14673,41.0,unknown,married,unknown,no,779,no,no,cellular,30,jul,647,10,-1,0,unknown,no,35-44,Adultxs,7,2008-07-30,Wednesday
14674,25.0,management,single,tertiary,no,2140,no,no,cellular,1,oct,81,1,-1,0,unknown,no,25-34,Millenials,10,2008-10-01,Wednesday
14675,34.0,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure,yes,25-34,Millenials,6,2008-06-04,Wednesday
14676,56.0,management,married,tertiary,no,25290,no,no,cellular,31,jul,81,12,-1,0,unknown,no,55-64,Gen Z & Boomers,7,2008-07-31,Thursday
14677,53.0,blue-collar,married,secondary,no,208,no,no,unknown,20,jun,333,15,-1,0,unknown,no,45-54,Divorciadxs,6,2008-06-20,Friday
14678,41.0,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes,35-44,Adultxs,2,2009-02-04,Wednesday
